number,name,former_name,kind,jurisdiction,status
700247,KISHWOOT INTER AGENCY SOCIETY,,Society,Yukon,Dissolved by Registrar
700248,KLONDIKE MOTORSPORT ASSOCIATION & STOCKCAR CLUB,,Society,Yukon,Dissolved by Registrar
700249,KLONDIKE PLACER MINERS ASSOCIATION,,Society,Yukon,In Compliance
700250,KLONDIKE RURAL RESIDENTS' ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700251,KLONDIKE SNOWMOBILE ASSOCIATION,,Society,Yukon,In Compliance
700252,KLONDIKE CALEDONIAN DANCING CLUB,,Society,Yukon,Changed Name
700253,KLONDYKE CENTENNIAL SOCIETY,,Society,Yukon,Dissolved by Registrar
700254,KLONDIKE COUNTRY JAMBOREE ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700255,KLONDIKE VALLEY FIRE FIGHTERS ASSOCIATION,,Society,Yukon,In Compliance
700256,KLONDIKE VISITORS ASSOCIATION,"KLONDIKE TOURIST BUREAU, THE ",Society,Yukon,In Compliance
700257,KLONDYKE ROD & GUN CLUB,,Society,Yukon,Dissolved
700258,KLONDYKE GOLDPANNING ASSOCIATION,,Society,Yukon,Dissolved
700259,KLUANE AREA MINING ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700260,KLUANEBEAVER CREEK CULTURAL EDUCATION SOC / EDUCATION SOCIETY,,Society,Yukon,Dissolved by Registrar
700261,"KLUANE COMMUNITY DEVELOPMENT & HISTORICAL / SOCIETY, BURWASH LANDING",,Society,Yukon,Changed Name
700262,KLUANE COUNTRY WILDERNESS OPERATORS' ASSOCIATION,,Society,Yukon,Dissolved
700263,KLUANE DAY CARE CENTRE,,Society,Yukon,Dissolved by Registrar
700264,KLUANE EMO/SAR SOCIETY,,Society,Yukon,Dissolved by Registrar
700265,KLUANE LAKE ATHLETIC ASSOCIATION,,Society,Yukon,In Compliance
700266,KLUANE QUILTER'S GUILD,,Society,Yukon,In Compliance
700267,KUTANE HISTORICAL SOCIETY,,Society,Yukon,Dissolved by Registrar
700268,KWANLIN DUN HOUSE OF LEARNING COUNCIL,,Society,Yukon,Changed Name
700269,LA GARDERIE,,Society,Yukon,Changed Name
700270,LAKE LABERGE LIONS CLUB,,Society,Yukon,Dissolved by Registrar
700271,LA SOCIETE DES IMMEUBLES FRANCO-YUKONNAIS,,Society,Yukon,In Compliance
700272,DANCING SHOES ASSOCIATION / LA TROUPE DES SOULIERS DANSANTS,,Society,Yukon,Dissolved by Registrar
700273,LEARNING DISABILITIES ASSOCIATION OF YUKON,YUKON ASSOCIATION FOR CHILDREN AND ADULTS WITH LEARNING DISABILITIES,Society,Yukon,In Compliance
700274,LES ESSENTIELLES,,Society,Yukon,In Compliance
700275,LIARD BASIN TASK FORCE ON ALCOHOL & DRUG ABUSE,,Society,Yukon,Changed Name
700276,LIARD FIRST NATION FM SOCIETY,,Society,Yukon,Dissolved by Registrar
700277,LINE OF LIFE ASSOCIATION OF THE YUKON,,Society,Yukon,In Compliance
700278,LIONS CLUBS OF WHITEHORSE SOCIETY,,Society,Yukon,In Default
700279,"LITERARY SOCIETY OF THE KLONDIKE, THE",,Society,Yukon,In Compliance
700280,LOBIRD FUN CLUB,,Society,Yukon,Dissolved by Registrar
700281,LOCAL GOVERNMENT ADMINISTRATORS OF THE YUKON / ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700282,LORNE MOUNTAIN COMMUNITY ASSOCIATION,,Society,Yukon,In Compliance
700283,LOWEY'S LANE RESIDENTS ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700284,MACBRIDE MUSEUM SOCIETY,YUKON HISTORICAL SOCIETY,Society,Yukon,In Compliance
700285,MACINTOSH USERS GROUP-YUKON,,Society,Yukon,Dissolved by Registrar
700286,MACPHERSON AREA COMMUNITY ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700287,MARSH LAKE COMMUNITY CLUB,,Society,Yukon,Changed Name
700288,MARSH LAKE SOFTBALL,,Society,Yukon,Dissolved by Registrar
700289,MARSH LAKE VOLUNTEER FIRE DEPARTMENT,,Society,Yukon,Changed Name
700290,MARYHOUSE,,Society,Yukon,In Compliance
700291,MAYO CARNIVAL SOCIETY,,Society,Yukon,Dissolved by Registrar
700292,MAYO COMMUNITY CLUB,,Society,Yukon,Dissolved by Registrar
700293,MAYO CURLING CLUB (1977),,Society,Yukon,In Compliance
700294,MAYO GROUP HOME SOCIETY,,Society,Yukon,Dissolved by Registrar
700295,MAYO GYMNASTICS CLUB,,Society,Yukon,Dissolved by Registrar
700296,MAYO LIBRARY BOARD,,Society,Yukon,Dissolved by Registrar
700297,MCLEAN LAKE COMMUNITY ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700298,MEDIATION YUKON SOCIETY,,Society,Yukon,Changed Name
700299,MEH KIN DEH TRUST SOCIETY,,Society,Yukon,Dissolved by Registrar
700300,MENDENHALL COMMUNITY ASSOCIATION,,Society,Yukon,In Compliance
700301,MIDNIGHT SUN PIPE BAND,,Society,Yukon,In Compliance
700302,MILES CANYON HISTORICAL RAILWAY SOCIETY,,Society,Yukon,Changed Name
700303,MOUNT LORNE VOLUNTEER FIRE DEPARTMENT,,Society,Yukon,In Compliance
700304,"MT. MCINTYRE RECREATIONAL CENTRE, THE",,Society,Yukon,Dissolved
700305,NAKAI THEATRE ENSEMBLE,,Society,Yukon,In Compliance
700306,NAKWAYE KU CHILD CARE SOCIETY,,Society,Yukon,In Compliance
700307,NATIONAL ADDICTIONS AWARENESS WEEK COMMITTEE,,Society,Yukon,Dissolved
700308,"NATIVE MUSICIANS SOCIETY OF THE YUKON, THE",,Society,Yukon,Dissolved by Registrar
700309,NATIVE STUDENT TEACHERS SOCIETY,,Society,Yukon,Dissolved by Registrar
700310,1995 R.C.M.P. YUKON CENTENNIAL SOCIETY,,Society,Yukon,Dissolved
700311,NLAYE NDASADAYE DAY CARE,,Society,Yukon,In Compliance
700312,NON-PROFIT EMPLOYERS COUNCIL,,Society,Yukon,Dissolved by Registrar
700313,NORTH COUNTRY KIDS ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700314,NORTHERN AIR TRANSPORT ASSOCIATION,,Extra-Territorial Society,,Cancelled
700315,"NORTHERN CANADA EVANGELICAL MISSION, INC.",,Extra-Territorial Society,,Cancelled
700316,NORTHERN FIBRES' GUILD,,Society,Yukon,In Compliance
700317,NORTHERN LIGHTS SCHOOL OF DANCE SOCIETY,,Society,Yukon,In Default
700318,"NORTHERN MUSEUM OF MINING, THE",,Society,Yukon,Dissolved by Registrar
700319,"NORTHERN NATIVE BROADCASTING, YUKON",,Society,Yukon,In Compliance
700320,NORTHERN NETWORK OF SERVICES SOCIETY,,Society,Yukon,Dissolved
700321,NORTHERN REVIEW SOCIETY,,Society,Yukon,Dissolved
700322,NORTHWEST BAPTIST MISSIONS,,Society,Yukon,Dissolved
700323,OLD CROW ARTS & CRAFTS SOCIETY,,Society,Yukon,Dissolved by Registrar
700325,OLD CROW DOG MUSHER'S ASSOCIATION,,Society,Yukon,Dissolved
700326,OLD CROW HOUSING SOCIETY,,Society,Yukon,Dissolved
700327,OLD CROW HOCKEY ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700328,OLD CROW RECREATION SOCIETY,,Society,Yukon,Dissolved by Registrar
700329,OLD TIME FIDDLER'S ASSOCIATION OF YUKON,,Society,Yukon,Dissolved by Registrar
700330,PACIFIC NORTHWEST CONFERENCE OF THE FREE / METHODIST CHURCH OF NORTH AMERICA IN B.C.,,Society,Yukon,Dissolved by Registrar
700331,PARLIAMENTARY BROADCASTING SOCIETY,,Society,Yukon,In Compliance
700332,PELLY BANKS DENA SOCIETY,,Society,Yukon,Dissolved by Registrar
700333,PELLY CROSSING COMMUNITY CLUB,,Society,Yukon,Dissolved by Registrar
700334,"PELLY HISTORICAL SOCIETY, THE",,Society,Yukon,Dissolved by Registrar
700335,PHARMACY SOCIETY OF YUKON,,Society,Yukon,Changed Name
700336,"PERCY DE WOLFE MEMORIAL MAIL RACE COMMITTEE, THE",,Society,Yukon,In Default
700337,PIONEER WOMEN OF THE YUKON SOCIETY LODGE 1,,Society,Yukon,In Compliance
700338,PIROUETTE RHYTHMIC GYMNASTIC CLUB,,Society,Yukon,Dissolved by Registrar
700339,"PLAYCARE CENTRE SOCIETY, THE",,Society,Yukon,Dissolved by Registrar
700340,POLARETTES AND POLAR TUMBLERS GYMNASTICS CLUB,,Society,Yukon,In Compliance
700341,POLARIS ASTRONOMICAL SOCIETY,,Society,Yukon,Dissolved by Registrar
700342,PORTER CREEK JUNIOR SECONDARY SCHOOL CHOIR & BAND / PARENTS' ASSOCIATION,,Society,Yukon,Changed Name
700343,PORTER CREEK COMMUNITY PLAYSCHOOL & / LEARNING CENTRE,,Society,Yukon,Dissolved by Registrar
700344,PROSVITA-YUKON UKRANIAN ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700345,RACE RELATIONS COUNCIL OF THE YUKON,,Society,Yukon,Dissolved by Registrar
700346,RACQUETBALL YUKON ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700347,RAVEN RECYCLING SOCIETY,,Society,Yukon,In Compliance
700348,REACH OUT SOCIETY,,Society,Yukon,Dissolved by Registrar
700349,RECREATION & PARKS ASSOCIATION OF THE YUKON,,Society,Yukon,In Compliance
700350,RECYCLE ORGANICS TOGETHER SOCIETY,,Society,Yukon,Dissolved by Registrar
700351,RENDEZVOUS ROTARY CLUB OF WHITEHORSE,,Society,Yukon,In Compliance
700352,RESPONSIBLE FIREARMS OWNERS COALITION OF YUKON,,Society,Yukon,Dissolved by Registrar
700353,RHYTHMIC SPORTIVE GYMNASTIC ASSOCIATION - / YUKON,,Society,Yukon,Dissolved
700354,"RIGHT TO LIFE, YUKON",,Society,Yukon,Dissolved
700355,RIVERDALE BAPTIST CHURCH,,Society,Yukon,In Compliance
700356,ROBERT SERVICE BIRTHDAY COMMEMORATION SOCIETY,,Society,Yukon,Dissolved by Registrar
700357,ROBERT SERVICE SCHOOL MUSIC SOCIETY,,Society,Yukon,Dissolved by Registrar
700358,ROBINSON COMMUNITY ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700359,ROD & GUN CLUB OF WATSON LAKE,,Society,Yukon,Dissolved
700360,ROSE MOUNTAIN SKATING CLUB,,Society,Yukon,Dissolved by Registrar
700361,ROSS RIVER COMMUNITY ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700362,ROSS RIVER DAY CARE SOCIETY,,Society,Yukon,Dissolved by Registrar
700363,ROSS RIVER DENA CULTURAL SOCIETY,,Society,Yukon,Dissolved by Registrar
700364,ROSS RIVER DEVELOPMENT SOCIETY,,Society,Yukon,Dissolved by Registrar
700365,ROSS RIVER PRE-SCHOOL ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700366,ROSS RIVER SAR VOLUNTEERS,,Society,Yukon,Dissolved by Registrar
700367,ROSS RIVER SPORTSMEN'S ASSOCIATION,,Society,Yukon,In Compliance
700368,ROTARY HOUSE SOCIETY,,Society,Yukon,Dissolved
700369,ROYAL CANADIAN MOUNTED POLICE SOCIETY OF YUKON,,Society,Yukon,In Default
700370,ROYAL COUNTRY DANCE ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700371,SAGE SOCIETY,,Society,Yukon,Dissolved by Registrar
700372,"SEARCH & RESCUE ORGANIZATION, KLONDIKE",,Society,Yukon,Dissolved by Registrar
700373,SECOND OPINION SOCIETY,,Society,Yukon,In Compliance
700374,SEPARATE REALITY THEATRE SOCIETY,,Society,Yukon,Dissolved
700375,SHUWATEEN ANCESTRAL GROUP EVENTS (SAGE),,Society,Yukon,Dissolved
700376,SILVER CITY BROADCASTING SOCIETY,,Society,Yukon,Dissolved by Registrar
700377,SILVER CITY SOCIETY,,Society,Yukon,Dissolved
700378,SILVER TRAIL TOURISM ASSOCIATION,,Society,Yukon,Changed Name
700379,SIGNPOST SENIORS ASSOCIATION,,Society,Yukon,In Compliance
700380,SINGLE PARENT ALLIANCE,,Society,Yukon,Dissolved by Registrar
700381,SKATERS R US SOCIETY,,Society,Yukon,Changed Name
700382,SKATE YUKON,YUKON AMATEUR FIGURE SKATING ASSOCIATION,Society,Yukon,Dissolved
700383,SKOOKUM JIM DANCERS,,Society,Yukon,Dissolved by Registrar
700384,SKOOKUM JIM FRIENDSHIP CENTRE,SKOOKUM JIM MEMORIAL HALL FRIENDSHIP CENTRE,Society,Yukon,In Default
700385,S.E. YUKON FOREST MANAGEMENT ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700386,SOCIETY OF YUKON RAFTERS,,Society,Yukon,Dissolved by Registrar
700387,SKYDIVING ASSOCIATION OF YUKON,,Society,Yukon,Dissolved by Registrar
700388,SOCIETY OF CERTIFIED NURSING ASSISTANTS IN YUKON,,Society,Yukon,Dissolved by Registrar
700389,SOCIETY OF CULTUS BAY CENTRE,,Society,Yukon,Dissolved by Registrar
700390,SOCIETY OF INTERPRETERS & TRANSLATORS / OF YUKON,,Society,Yukon,Dissolved by Registrar
700391,SOFTBALL YUKON,,Society,Yukon,In Compliance
700392,SONRISE CHRISTIAN CENTRE,,Society,Yukon,In Compliance
700393,SOURDOUGH FIREARMS & CARTRIDGE COLLECTORS / ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700394,SOURDOUGH SELF DEFENCE CLUB,,Society,Yukon,Dissolved by Registrar
700395,SOURDOUGH STOMPERS SQUARE & ROUND DANCE / CLUB,,Society,Yukon,Dissolved by Registrar
700396,SOUTH EAST YUKON SEARCH & RESCUE SOCIETY,,Society,Yukon,Dissolved by Registrar
700397,SOUTHERN LAKES CLASSIC ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700398,SOUTHERN TUTCHONE TRIBAL COUNCIL,,Society,Yukon,In Default
700399,SOUTH MCCLINTOCK CITIZEN'S ASSOCIATION,,Society,Yukon,In Compliance
700400,SPIRITUAL ASSEMBLY OF THE BAHA'IS OF CARCROSS,,Society,Yukon,Dissolved by Registrar
700401,THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF WHITEHORSE,,Society,Yukon,In Compliance
700402,SPIRIT OF NATIVE YOUTH COUNCIL,,Society,Yukon,Dissolved
700403,SPIRITUAL UNITY OF THE WORLD YUKON COUNCIL,,Society,Yukon,Dissolved by Registrar
700404,SPONSORING COMMITTEE OF KLONDIKE OUTREACH,,Society,Yukon,In Compliance
700405,SPORT MEDICINE COUNCIL OF YUKON,,Society,Yukon,Dissolved by Registrar
700406,INTERNATIONAL CULTURAL EXCHANGE (ICE),,Society,Yukon,Dissolved by Registrar
700407,SPORT YUKON,,Society,Yukon,In Compliance
700408,SQUASH YUKON,,Society,Yukon,In Compliance
700409,ST. ELIAS COMMUNITY PRE-SCHOOL,,Society,Yukon,Dissolved by Registrar
700410,ST. ELIAS FIREARMS ASSOCIATION,,Society,Yukon,In Compliance
700411,ST. ELIAS LIONS' CLUB,,Society,Yukon,In Compliance
700412,STEWART CROSSING COMMUNITY CLUB,,Society,Yukon,Dissolved by Registrar
700413,STEWART VALLEY MEDIA SOCIETY,,Society,Yukon,Dissolved by Registrar
700414,STEWART VALLEY SALMON FOR THE FUTURE / SOCIETY,,Society,Yukon,Dissolved by Registrar
700415,SUBSTANCE FREE GRADUATION SOCIETY,,Society,Yukon,Changed Name
700416,"SUZUKI STRINGS ASSOCIATION, YUKON",,Society,Yukon,In Default
700417,SWIFT RIVER COMMUNITY CLUB,,Society,Yukon,Dissolved by Registrar
700418,SYNCHRO YUKON ASSOCIATION,,Society,Yukon,In Compliance
700419,TAEKWON-DO YUKON ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700420,TAGISH ABORIGINAL GOVERNANCE SOCIETY,,Society,Yukon,Dissolved by Registrar
700421,TAGISH CEMETERY SOCIETY,,Society,Yukon,Dissolved by Registrar
700422,TAGISH CHARLIE SPORTS SOCIETY,,Society,Yukon,Dissolved by Registrar
700423,TAGISH NATION DANCERS ASSOCIATION,CARCROSS/TAGISH INDIAN DANCERS ASSOCIATION,Society,Yukon,In Compliance
700424,TAGISH VOLUNTEER FIRE DEPARTMENT SOCIETY,,Society,Yukon,In Compliance
700425,TAI CHI CHUAN ASSOCIATION,,Society,Yukon,Changed Name
700426,TAKHINI RECREATIONAL CENTRE,,Society,Yukon,Dissolved
700427,TAKHINI RESIDENT'S ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700428,TCHAWSAHMON SOCIETY,,Society,Yukon,Dissolved by Registrar
700429,TEEGATHA'OH ZHEH,,Society,Yukon,In Compliance
700430,TEEN DANCES FOR WHITEHORSE SOCIETY,,Society,Yukon,Dissolved
700431,TEEN PARENT ACCESS TO EDUCATION SOCIETY,,Society,Yukon,In Default
700432,TENNIS ASSOCIATION OF WHITEHORSE,,Society,Yukon,Dissolved by Registrar
700433,TENNIS ASSOCIATION OF YUKON,,Society,Yukon,Dissolved by Registrar
700434,TESLIN AREA RESCUE TEAM ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700435,TESLIN BAND HOUSING SOCIETY,,Society,Yukon,Changed Name
700436,TESLIN CORRECTIONS RESIDENT'S ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700437,"TESLIN HISTORICAL & MUSEUM SOCIETY, THE",,Society,Yukon,In Compliance
700438,TESLIN HOCKEY ASSOCIATION,,Society,Yukon,Changed Name
700439,TESLIN LAKE SNOWMOBILE CLUB,,Society,Yukon,Dissolved by Registrar
700440,TESLIN PLAYSCHOOL ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700441,TESLIN SKATING CLUB,,Society,Yukon,Dissolved
700442,TESLIN YOUTH CLUB,,Society,Yukon,Dissolved by Registrar
700443,T.E.S.T. (YUKON),,Society,Yukon,Dissolved by Registrar
700444,TINTINA HOUSING SOCIETY,,Society,Yukon,Dissolved by Registrar
700445,TINTINA SHOOTING CLUB,,Society,Yukon,Dissolved by Registrar
700446,TOURISM INDUSTRY ASSOCIATION OF THE YUKON,,Society,Yukon,In Compliance
700447,TRAINING TRUST SOCIETY OF FARO,,Society,Yukon,Dissolved by Registrar
700448,TRAP DOOR SOCIETY,,Society,Yukon,Dissolved by Registrar
700449,TR'INKE ZHO CHILD CARE SOCIETY,,Society,Yukon,Dissolved
700450,TSURUOKA NORTHERN KARATE CLUB,,Society,Yukon,Dissolved
700451,UNITED WAY SOCIETY OF THE YUKON,,Society,Yukon,In Compliance
700452,UTILITIES CONSUMERS' GROUP SOCIETY,,Society,Yukon,In Compliance
700453,VAJRA NORTH-RIGDROL DECHEN LING-SOCIETY,,Society,Yukon,In Compliance
700454,"VICTORIA FAULKNER WOMEN'S CENTRE, THE",,Society,Yukon,In Compliance
700455,VOICES IN MOTION SOCIETY,,Society,Yukon,Dissolved by Registrar
700456,VOLLEYBALL YUKON,,Society,Yukon,In Compliance
700457,VUNTUT GWICH'IN DEVELOPMENT ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700458,VUNTUT GWICH'IN ZZEH KHUT HOUSING SOCIETY,,Society,Yukon,Dissolved by Registrar
700459,VUNTUT GWICHIN SEARCH & RESCUE SOCIETY,,Society,Yukon,Dissolved by Registrar
700460,WALDORF EDUCATION SOCIETY OF THE YUKON,,Society,Yukon,Dissolved by Registrar
700461,WARRIORS WEIGHTLIFTING CLUB,,Society,Yukon,Dissolved
700462,WATSON LAKE CHAMBER OF COMMERCE,,Society,Yukon,Unknown
700463,WATSON LAKE COMMUNITY OUTREACH SOCIETY,,Society,Yukon,Dissolved by Registrar
700464,WATSON LAKE CURLING CLUB,,Society,Yukon,In Compliance
700465,WATSON LAKE CREATIVE PLAYGROUP,,Society,Yukon,In Compliance
700466,WATSON LAKE DAYCARE CENTER SOCIETY,,Society,Yukon,In Compliance
700467,"WATSON LAKE KIKI KARNIVAL KOMMITTEE KLUB,THE",,Society,Yukon,Dissolved by Registrar
700468,WATSON LAKE OLDTIMERS HOCKEY,,Society,Yukon,Dissolved by Registrar
700469,WATSON LAKE RODEO ASSOCIATION,,Society,Yukon,Changed Name
700470,WATSON LAKE SKI CLUB,,Society,Yukon,In Compliance
700471,WATSON LAKE UNDERWATER DIVERS ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700472,WHITEHORSE & YUKON AREA BUILDING & / CONSTRUCTION TRADES COUNCIL,,Society,Yukon,Dissolved by Registrar
700473,WHITEHORSE (1992) ARCTIC WINTER GAMES HOST / SOCIETY,,Society,Yukon,Dissolved by Registrar
700474,MOUNTAINVIEW CHURCH,WHITEHORSE BAPTIST CHURCH,Society,Yukon,In Default
700475,WHITEHORSE CHRISTIAN BIBLE FELLOWSHIP,,Society,Yukon,Dissolved by Registrar
700476,WHITEHORSE CLIMBING ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700477,"WHITEHORSE COLUMBUS SOCIETY, THE",,Society,Yukon,In Compliance
700478,WHITEHORSE CONCERTS,,Society,Yukon,In Default
700479,"WHITEHORSE CURLING CLUB, THE",,Society,Yukon,In Compliance
700480,YUKON SEARCH & RESCUE ASSOCIATION,WHITEHORSE DISTRICT SEARCH &amp; RESCUE ASSOCIATION,Society,Yukon,In Compliance
700481,WHITEHORSE DRAMA CLUB,,Society,Yukon,Dissolved by Registrar
700482,WHITEHORSE FENCING CLUB,,Society,Yukon,Dissolved by Registrar
700483,WHITEHORSE GEM & MINERAL CLUB,,Society,Yukon,Dissolved
700484,WHITEHORSE GENERAL HOSPITAL DIETARY ASSOC.,,Society,Yukon,Dissolved by Registrar
700485,WHITEHORSE GLACIER BEARS SWIM CLUB,,Society,Yukon,In Compliance
700486,WHITEHORSE HUSKIES HOCKEY CLUB,,Society,Yukon,Dissolved by Registrar
700487,WHITEHORSE LODGE 306 OF ELKS OF CANADA,WHITEHORSE LODGE 306 OF THE BENEVOLENT AND PROTECTIVE ORDER OF ELKS OF / CANADA,Society,Yukon,In Compliance
700488,WHITEHORSE MASONIC HALL ASSOCIATION,,Society,Yukon,Dissolved
700489,WHITEHORSE UNITED FOOTBALL CLUB,WHITEHORSE MINOR SOCCER CLUB,Society,Yukon,In Compliance
700490,WHITEHORSE MINOR HOCKEY ASSOCIATION,,Society,Yukon,In Compliance
700491,WHITEHORSE MOBILE HOME TENANTS ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700492,WHITEHORSE OLDTIMERS HOCKEY LEAGUE SOC.,,Society,Yukon,Dissolved by Registrar
700493,WHITEHORSE POTTERS GUILD,,Society,Yukon,Dissolved by Registrar
700494,WHITEHORSE PUBLIC LIBRARY ADVISORY BOARD / SOCIETY (THE FRIENDS OF),,Society,Yukon,Changed Name
700495,WHITEHORSE RAPIDS SPEED SKATING CLUB,,Society,Yukon,In Compliance
700496,WHITEHORSE REC HOCKEY LEAGUE,WHITEHORSE RECREATIONAL ICE HOCKEY ASSOC.,Society,Yukon,In Compliance
700497,"WHITEHORSE RIFLE & PISTOL CLUB, THE",,Society,Yukon,In Compliance
700498,WHITEHORSE RUGBY FOOTBALL CLUB,,Society,Yukon,Changed Name
700499,WHITEHORSE SCOTTISH COUNTRY DANCE CLUB,,Society,Yukon,Dissolved by Registrar
700500,WHITEHORSE SHOTOKAN KARATE CLUB,,Society,Yukon,Dissolved
700501,WHITEHORSE SKATING CLUB,WHITEHORSE FIGURE SKATING CLUB ,Society,Yukon,Dissolved
700502,WHITEHORSE WOMEN'S HOCKEY LEAGUE,,Society,Yukon,Changed Name
700503,WHITEOUT SNOWMOBILE RACING CLUB,,Society,Yukon,Dissolved by Registrar
700504,WHITE RIVER LAND USE PLANNING SOCIETY,,Society,Yukon,Dissolved by Registrar
700505,WILDERNESS TOURISM ASSOCIATION OF THE YUKON,,Society,Yukon,In Compliance
700506,WINTER CITIES ASSOCIATION / WHITEHORSE CHAPTER,,Society,Yukon,Dissolved by Registrar
700507,WOMEN'S BUSINESS NETWORK,,Society,Yukon,Dissolved by Registrar
700508,WRESTLE YUKON,,Society,Yukon,Dissolved by Registrar
700509,YA NAA ENN SOCIETY,,Society,Yukon,Dissolved by Registrar
700510,YOUNG YUKON SOCIETY,,Society,Yukon,Dissolved by Registrar
700511,YOUTH ACTION SOCIETY,,Society,Yukon,Dissolved by Registrar
700512,YOUTH CHORAL SOCIETY OF WHITEHORSE,,Society,Yukon,Dissolved by Registrar
700513,YOUTH EMPOWERMENT & SUCCESS SOCIETY,,Society,Yukon,Dissolved by Registrar
700514,"YOUTH, ORIENTATION & DEVELOPMENT / ASSOCIATION",,Society,Yukon,Dissolved by Registrar
700515,YOUTH PARLIAMENT OF YUKON,,Society,Yukon,Dissolved by Registrar
700516,YUKON AGRICULTURAL ASSOCIATION,,Society,Yukon,In Compliance
700517,YUKON AMATEUR BOXING ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700518,YUKON AMATEUR HOCKEY ASSOCIATION,,Society,Yukon,In Compliance
700519,"YUKON AMATEUR RADIO ASSOCIATION, THE / (Y.A.R.A.)",,Society,Yukon,In Default
700520,YUKON AMATEUR SPEED SKATING ASSOCIATION,,Society,Yukon,In Compliance
700521,YUKON AMATEUR SWIMMING ASSOCIATION,,Society,Yukon,Changed Name
700522,"YUKON ANNIVERSARIES COMMISSION, THE",,Society,Yukon,Dissolved by Registrar
700523,YUKON ARTS COUNCIL,,Society,Yukon,Dissolved by Registrar
700524,YUKON ART SOCIETY,,Society,Yukon,In Compliance
700525,INCLUSION YUKON SOCIETY,INCLUSION YUKON SOCIETY,Society,Yukon,In Compliance
700526,YUKON BADMINTON ASSOCIATION,,Society,Yukon,In Compliance
700527,YUKON BIBLE FELLOWSHIP MISSIONARY SOCIETY,,Society,Yukon,Dissolved
700528,YUKON BROOMBALL ASSOCIATION,,Society,Yukon,In Compliance
700529,YUKON CANOE & KAYAK CLUB,,Society,Yukon,In Compliance
700530,"YUKON CHAMBER OF COMMERCE, THE",,Society,Yukon,In Compliance
700531,YUKON CHAMBER OF MINES,,Society,Yukon,In Compliance
700532,YUKON CHURCH HERITAGE SOCIETY,,Society,Yukon,In Compliance
700533,YUKON COLLEGE FACULTY ASSOCIATION,,Society,Yukon,Dissolved by Registrar
700534,YUKON COLLEGE STUDENT ASSOCIATION,,Society,Yukon,Dissolved by Registrar
