number,name,former_name,kind,jurisdiction,status
200869,POPSICLE INDUSTRIES,,Business Name,Yukon,Ceased/Dissolved
200870,SHASTA BEVERAGES,,Business Name,Yukon,Ceased/Dissolved
200871,WHITE MOP WRINGER COMPANY,,Business Name,Yukon,Ceased/Dissolved
200872,BOOTH FISHERIES CANADIAN COMPANY,,Business Name,Yukon,Ceased/Dissolved
200874,FULLER BRUSH COMPANY,,Business Name,Yukon,Ceased/Dissolved
200876,ELECTROLUX CANADA,,Business Name,Yukon,Ceased/Dissolved
200877,ARIS-ISOTONER GLOVES,,Business Name,Yukon,Ceased/Dissolved
200878,LLEWELLYN ENTERPRISES,,Business Name,Yukon,Ceased/Dissolved
200881,EVERGREEN AQUARIUMS,,Business Name,Yukon,Expired
200883,CANADIAN SATELLITE SYSTEMS,,Business Name,Yukon,Ceased/Dissolved
200890,RUSSO SERVICES,,Business Name,Yukon,Expired
200894,AARO TV,,Business Name,Yukon,Expired
200898,KLONDIKE CABINETS & WOODWORK,,Business Name,Yukon,Ceased/Dissolved
200899,NORO PLACER,,Business Name,Yukon,Expired
200902,B & L DISTRIBUTORS,,Business Name,Yukon,Expired
200903,ARCTIC CABS SERVICE,,Business Name,Yukon,Expired
200905,ELUSIVE PHOTOS,,Business Name,Yukon,Ceased/Dissolved
200906,HELPING HAND,,Business Name,Yukon,Expired
200908,TIC EXPLORATION,,Business Name,Yukon,Ceased/Dissolved
200910,HAYES EXPLORATION,,Business Name,Yukon,Expired
200911,MAYO AUTO SERVICE,,Business Name,Yukon,Expired
200914,SOURDOUGH CATERING,,Business Name,Yukon,Expired
200917,MUSTANG ENTERPRISES,,Business Name,Yukon,Expired
200918,SWIFT TRANSPORTATION,,Business Name,Yukon,Expired
200922,METRO MECHANICAL,,Business Name,Yukon,Ceased/Dissolved
200923,ARRELL TRUCKING,,Business Name,Yukon,Expired
200925,LLEWELLYN MOUNTAIN TOURS,,Business Name,Yukon,Expired
200929,SIGN OF THE RAVEN,,Business Name,Yukon,Expired
200932,CHUCK EXPLORATION,,Business Name,Yukon,Active
200935,TECHGRAPHIC DRAWINGS,,Business Name,Yukon,Expired
200936,TIM COLES ENTERPRISE,,Business Name,Yukon,Expired
200937,ANDERSON TRANSFER,,Business Name,Yukon,Expired
200938,CURLEY GOLD MINES,,Business Name,Yukon,Expired
200939,SOLAR WINDOW CLEANING,,Business Name,Yukon,Expired
200941,WORD PRO,,Business Name,Yukon,Expired
200942,WHITEHORSE UPHOLSTERY,,Business Name,Yukon,Expired
200943,EXELSIOR ENTERPRISES,,Business Name,Yukon,Expired
200944,RAVEN PAINTING & CONTRACTING,,Business Name,Yukon,Expired
200945,YUKON AUTO RECONDITIONERS,,Business Name,Yukon,Expired
200946,TWISS TAXIDERMY,,Business Name,Yukon,Expired
200948,GRANVILLE ENTERPRISES,,Business Name,Yukon,Expired
200950,ARCTIC ELDORADO MINING CO,,Business Name,Yukon,Ceased/Dissolved
200951,CORDELIA MINES,,Business Name,Yukon,Expired
200953,PHOENIX SERVICES,,Business Name,Yukon,Expired
200954,GENEVA ENSIGN COUNSELLING,,Business Name,Yukon,Expired
200955,UNICORN ENTERPRISE,,Business Name,Yukon,Expired
200956,OSCELOT ENTERPRISES,,Business Name,Yukon,Expired
200957,INDEPENDENT COUNSELLING SERVICE,,Business Name,Yukon,Expired
200959,RJ MECHANICAL SERVICES,,Business Name,Yukon,Ceased/Dissolved
200965,LEWES VILLAGE,,Business Name,Yukon,Ceased/Dissolved
200966,YUKON SKYDIVING CENTER,,Business Name,Yukon,Expired
200971,DAISY FRESH SERVICES,,Business Name,Yukon,Expired
200972,WHITEHORSE EXPEDITING,,Business Name,Yukon,Expired
200973,CAJUN ENTERPRISES,,Business Name,Yukon,Expired
200976,P J'S MECHANICS & WELDING,,Business Name,Yukon,Expired
200978,KEVORY HOLDINGS,,Business Name,Yukon,Expired
200979,PINELAND KENNELS,,Business Name,Yukon,Ceased/Dissolved
200982,VANKELLDON,,Business Name,Yukon,Expired
200983,GOLDLINE KENNELS,,Business Name,Yukon,Expired
200985,RIA OGASA CATERING SERVICE,,Business Name,Yukon,Expired
200986,BENCH PLACER DEVELP,,Business Name,Yukon,Expired
200988,R J MECHANICAL SERVICES,,Business Name,Yukon,Expired
200989,C A M PLACERS,,Business Name,Yukon,Expired
200990,WHITNEY ENTERPRISE,,Business Name,Yukon,Expired
200991,BARNEY'S BAR-B-QUE & DELI,,Business Name,Yukon,Expired
200992,DONJEK ENTERPRISES,,Business Name,Yukon,Expired
200994,CARPETCLEAN,,Business Name,Yukon,Ceased/Dissolved
200995,R C CONTRACTING,,Business Name,Yukon,Expired
201000,SADU MINING & CONTRACTING,,Business Name,Yukon,Expired
201001,GENSET ELECTRIC,,Business Name,Yukon,Expired
201002,KENTUCKY PLACERS,,Business Name,Yukon,Expired
201003,HOMES UNLIMITED,,Business Name,Yukon,Ceased/Dissolved
201005,OSTROWALKER'S CONSTRUCTION & MINING COMPANY,,Business Name,Yukon,Ceased/Dissolved
201009,SUNSET WELDING,,Business Name,Yukon,Expired
201010,"PANORAMA, PAINTING",,Business Name,Yukon,Expired
201012,ARDEE MECHANICAL,,Business Name,Yukon,Expired
201013,HOWELL HOLDINGS,,Business Name,Yukon,Expired
201014,ENVIRONMENTAL SERVICES NORTH,,Business Name,Yukon,Expired
201018,COVENTRY'S CAFE & MOTEL,,Business Name,Yukon,Expired
201019,SQUIRREL CREEK MINING,,Business Name,Yukon,Expired
201021,ALPHA SYSTEMS,,Business Name,Yukon,Expired
201023,YUKON EXPEDITIONS AND EDUCATIONAL SEMINARS,,Business Name,Yukon,Expired
201024,ULTRA FLIGHT OBJECTIVES,,Business Name,Yukon,Expired
201027,MINI EARTHMOVERS,,Business Name,Yukon,Expired
201028,TERRITORIAL EXPLORATIONS,,Business Name,Yukon,Expired
201030,RAM CONTRACTING,,Business Name,Yukon,Expired
201031,BACKNEL MINING,,Business Name,Yukon,Expired
201032,PLEASURE TRAVEL,,Business Name,Yukon,Expired
201033,HAYWIRE EXPLORATION,,Business Name,Yukon,Expired
201034,LONE STAR EXPRESS,,Business Name,Yukon,Ceased/Dissolved
201038,YUKON MUSIC STUDIO,,Business Name,Yukon,Expired
201039,BOLYNN DESIGNS,,Business Name,Yukon,Expired
201040,J PETERS CONTRACTING,,Business Name,Yukon,Expired
201041,HOUGEN'S WORK WORLD,,Business Name,Yukon,Ceased/Dissolved
201042,KELL ENTERPRISES,,Business Name,Yukon,Expired
201044,ESSO PETROLEUM CANADA,,Business Name,Yukon,Ceased/Dissolved
201045,PETROLES ESSO CANADA,,Business Name,Yukon,Ceased/Dissolved
201048,PELLY MTN TAXIDERMIE,,Business Name,Yukon,Expired
201049,MR BOOST,,Business Name,Yukon,Expired
201050,RUNKE' GOLD,,Business Name,Yukon,Expired
201051,YUKON SUBMARINE,,Business Name,Yukon,Ceased/Dissolved
201052,GEOFF BARRINGTON ENTERPRISES,,Business Name,Yukon,Expired
201053,HORIZON PAINTING & DECORATING,,Business Name,Yukon,Ceased/Dissolved
201054,ADVANCE VENDING SERVICES,,Business Name,Yukon,Expired
201055,BOB'S MECHANICAL SERVICES,,Business Name,Yukon,Expired
201056,GOLDEN DRAGON RESTAURANT,,Business Name,Yukon,Expired
201057,HAWK RESOURCES,,Business Name,Yukon,Expired
201058,"YUKON INN, THE",,Business Name,Yukon,Ceased/Dissolved
201059,"YUKON INN, THE",,Business Name,Yukon,Ceased/Dissolved
201064,ARE BEE TRUCKING & SERVICE,,Business Name,Yukon,Expired
201069,GREEN GULCH PLACERS,,Business Name,Yukon,Ceased/Dissolved
201070,CAPITAL MANAGEMENT CO,,Business Name,Yukon,Expired
201071,NO-SAD SERVICES,,Business Name,Yukon,Expired
201072,TRANS NORTH AIR,,Business Name,Yukon,Ceased/Dissolved
201073,HOLT AGENCIES,,Business Name,Yukon,Expired
201076,MACDONALD'S TRANSPORT,,Business Name,Yukon,Expired
201077,SWINGER INDUSTRIES,,Business Name,Yukon,Expired
201078,RUTH-RIS HOLDINGS,,Business Name,Yukon,Expired
201079,LANCER ARCHITECTURAL SERVICES,,Business Name,Yukon,Expired
201081,ACORN MUFFLER & ALIGNMENT,,Business Name,Yukon,Ceased/Dissolved
201082,ADVANCE VENDING,,Business Name,Yukon,Expired
201083,MCTAVISH ELECTRONIC ENTERPRISES,,Business Name,Yukon,Expired
201084,FIREWEED SOFTWARE,,Business Name,Yukon,Expired
201086,JANETRICK,,Business Name,Yukon,Expired
201087,STEPHEN MORISON CONSULTING SERVICES,,Business Name,Yukon,Expired
201088,EFFECTIVE DRIVER EDUCATION,,Business Name,Yukon,Ceased/Dissolved
201089,PILGRIM'S MOBILE WELDING,,Business Name,Yukon,Expired
201090,BILL'S THEATRE LIGHTING,,Business Name,Yukon,Expired
201094,PEACOCK'S YUKON CAMPS,,Business Name,Yukon,Ceased/Dissolved
201095,CASSINI MINES CO,,Business Name,Yukon,Expired
201099,"KLONDIKE REPORT, THE",,Business Name,Yukon,Expired
201100,MONTANA MOUNTAIN GOLD & SILVER MINES,,Business Name,Yukon,Expired
201101,ST-DENIS ENTERPRISES,,Business Name,Yukon,Expired
201103,TED'S AUTO BODY,,Business Name,Yukon,Expired
201104,WINNIPEG HELICOPTERS,,Business Name,Yukon,Expired
201106,LIBRA-9 INVESTMENT,,Business Name,Yukon,Ceased/Dissolved
201108,HILLCREST BUILDING MAINTENANCE,,Business Name,Yukon,Expired
201109,HAMBURGER HAVEN,,Business Name,Yukon,Expired
201110,GOLDCACHE PLACERS,,Business Name,Yukon,Expired
201111,R J TAPING & DRYWALL,,Business Name,Yukon,Expired
201113,DICK NORTH ASSOCIATES,,Business Name,Yukon,Expired
201115,KLONDIKE FOOD SERVICES,,Business Name,Yukon,Expired
201117,ROCKY MOUNTAIN EXPRESS,,Business Name,Yukon,Expired
201118,NORTHERN VENTURES,,Business Name,Yukon,Expired
201119,TEMPLE'S KLUANE SERVICES,,Business Name,Yukon,Expired
201121,WHITEHORSE TRAVEL,,Business Name,Yukon,Ceased/Dissolved
201123,QWANLIN SHOES,,Business Name,Yukon,Ceased/Dissolved
201124,PARKLANE PROPERTIES,,Business Name,Yukon,Expired
201125,PEDLAR'S CORNER,,Business Name,Yukon,Expired
201127,NORTHLAND PARK,,Business Name,Yukon,Ceased/Dissolved
201128,S & H DIRECT FACTORY SHIP PROGRAMME,,Business Name,Yukon,Ceased/Dissolved
201131,"PEOPLES ADVOCATE, THE",,Business Name,Yukon,Expired
201133,KLONDIKE DISCOUNT SALES,,Business Name,Yukon,Expired
201134,KLONDIKE RENT-A-SHED,,Business Name,Yukon,Expired
201139,BRIMSTONE PLACERS,,Business Name,Yukon,Expired
201140,TAHLTAN GOLD SOURVENIRS,,Business Name,Yukon,Expired
201142,DONNYBROOK KENNELS,,Business Name,Yukon,Expired
201143,AL'S CEDAR CRAFTS,,Business Name,Yukon,Expired
201146,PROSPECTOR'S CHOICE,,Business Name,Yukon,Expired
201147,CASCADE INDUSTRIES,,Business Name,Yukon,Expired
201149,NORTHERN CLIMATE ENGINEERING,,Business Name,Yukon,Ceased/Dissolved
201150,AN-TIGH-MOR ENTERPRISES,,Business Name,Yukon,Ceased/Dissolved
201151,ERNIES JANITORIAL SERVICES,,Business Name,Yukon,Expired
201152,"WOODEN JOINT, THE",,Business Name,Yukon,Expired
201153,CATHY'S CATERING,,Business Name,Yukon,Expired
201154,KREMER SOUVENIR COMPANY,,Business Name,Yukon,Expired
201155,TAKHINI ROAD ELECTRIC,,Business Name,Yukon,Ceased/Dissolved
201157,TIMELY ENTERPRISES,,Business Name,Yukon,Expired
201160,MANTRAM CONSTRUCTION,,Business Name,Yukon,Expired
201163,SILVER MOUNTAIN MINING & DEVELOPMENT,,Business Name,Yukon,Expired
201164,HARRIS SECURITIES,,Business Name,Yukon,Ceased/Dissolved
201165,HARRIS PAINTERS,,Business Name,Yukon,Ceased/Dissolved
201166,HARRIS CLEANERS,,Business Name,Yukon,Ceased/Dissolved
201167,"DAWSON GARAGE, THE",,Business Name,Yukon,Expired
201168,BUSQUE HOLDINGS,,Business Name,Yukon,Expired
201170,DICKSON'S WATER SERVICES,,Business Name,Yukon,Expired
201171,BADLANDS CREEK DEVELOPMENT,,Business Name,Yukon,Expired
201172,SPECIAL DISCOVERIES,,Business Name,Yukon,Ceased/Dissolved
201173,SPECTRUM GOLDFIELD SERVICES,,Business Name,Yukon,Expired
201174,NORTHERN MINING & PROSPECTING,,Business Name,Yukon,Expired
201175,CROOKS GUIDING SERVICES,,Business Name,Yukon,Expired
201176,CHARLIES' CAFE,,Business Name,Yukon,Ceased/Dissolved
201177,HAYWIRE INDUSTRIES,,Business Name,Yukon,Expired
201182,UCS AND UNITED CIGAR STORE & SHOPPERS DRUG MART &,,Business Name,Yukon,Expired
201183,NORTHERN LIGHTS ENTERPRISES,,Business Name,Yukon,Expired
201184,WALDEN CONSULTING SERVICES,,Business Name,Yukon,Expired
201185,APRILE ENTERPRISES,,Business Name,Yukon,Ceased/Dissolved
201186,STEWART VALLEY ENTERPRISES,,Business Name,Yukon,Expired
201187,"YUKON ENGINEERING AND SUPPLY COMPANY, THE",,Business Name,Yukon,Expired
201188,J-L-P LANDSCAPING,,Business Name,Yukon,Expired
201189,SHAW PLACERS,,Business Name,Yukon,Expired
201190,ALASKA TRAVEL ADVENTURES,,Business Name,Yukon,Expired
201191,ODD JOB SQUAD,,Business Name,Yukon,Expired
201192,SUNRISE PAINTING AND DECORATION,,Business Name,Yukon,Expired
201193,ANDCO ENTERPRISES,,Business Name,Yukon,Expired
201194,ADVENTURE BEES,,Business Name,Yukon,Expired
201198,SHAULDON'S PAINTING,,Business Name,Yukon,Expired
202001,BRIAN MCDONALD GARAGE,,Business Name,Yukon,Expired
202002,KINGSTON ENTERPRISES,,Business Name,Yukon,Expired
202003,ANDREE'S OFFICE SERVICES,,Business Name,Yukon,Expired
202004,CANGO PROSPECTING & MINING,,Business Name,Yukon,Expired
202006,R T SERVICES,,Business Name,Yukon,Expired
202008,TYTAN ACCOUNTING SERVICES,,Business Name,Yukon,Ceased/Dissolved
202010,HELEN'S CAFE,,Business Name,Yukon,Expired
202012,CESSCO,,Business Name,Yukon,Ceased/Dissolved
202013,MOORE BUSINESS FORMS,,Business Name,Yukon,Ceased/Dissolved
202015,JAY-JAY LOCKSMITHING,,Business Name,Yukon,Expired
202016,WAYNE WILKINSON CONSULTING,,Business Name,Yukon,Expired
202017,RED FEATHER ENT,,Business Name,Yukon,Expired
202018,"POTBELLY, THE",,Business Name,Yukon,Ceased/Dissolved
202019,KINGSHOTT FIREWOOD,,Business Name,Yukon,Expired
202020,FRED'S NEW & USED,,Business Name,Yukon,Expired
202021,R F COMMUNICATIONS,,Business Name,Yukon,Ceased/Dissolved
202022,COMMUNICATIONS EQUITY CORP,,Business Name,Yukon,Ceased/Dissolved
202023,TRIANGLE ELECTRONICS MANUFACTURING,,Business Name,Yukon,Ceased/Dissolved
202025,PILOT MOUNTAIN PHILOSOPHICAL ACADEMY,,Business Name,Yukon,Expired
202026,LYNX ENTERPRISES,,Business Name,Yukon,Expired
202030,SPRINGER ROAD FARMS,,Business Name,Yukon,Expired
202033,SHELL CANADA PRODUCTS COMPANY,,Business Name,Yukon,Ceased/Dissolved
202034,ALLEY GLASS SHOP,,Business Name,Yukon,Ceased/Dissolved
202035,HOBBIT PLACERS,,Business Name,Yukon,Expired
202036,SILVER BISON SERVICES,,Business Name,Yukon,Expired
202038,RED DEVIL PILOT CAR SERVICE,,Business Name,Yukon,Expired
202040,DAYLORE CONSTRUCTION,,Business Name,Yukon,Expired
202041,R H CUSTOM CARPENTRY,,Business Name,Yukon,Expired
202042,MOSSEAU ADVENTURE,,Business Name,Yukon,Expired
202043,SUPER VALU DIVISION OF KELLY DOUGLAS & COMPANY LIM,,Business Name,Yukon,Ceased/Dissolved
202045,PINE VALLEY MOTEL & SERVICE,,Business Name,Yukon,Ceased/Dissolved
202047,RABBIT CR CONSOLIDATED GOLD COMPANY,,Business Name,Yukon,Ceased/Dissolved
202048,CHIPPERFIELD ENTERPRISES,,Business Name,Yukon,Ceased/Dissolved
202053,GARY'S COURIER & DELIVERY SERVICES,,Business Name,Yukon,Expired
202054,NOUSIAINEN ENTERPRISES,,Business Name,Yukon,Expired
202056,PHOENIX ENTERPRISES,,Business Name,Yukon,Ceased/Dissolved
202057,NEW FIRESIDE DINING LOUNGE,,Business Name,Yukon,Ceased/Dissolved
202060,KUTTERS,,Business Name,Yukon,Ceased/Dissolved
202061,NAHANNI TIRE,,Business Name,Yukon,Ceased/Dissolved
202064,F J L MECHANICAL SERVICES,,Business Name,Yukon,Expired
202065,TESLIN FOREST PRODUCTS,,Business Name,Yukon,Expired
202066,RIVERS NORTH PUBLICATIONS,,Business Name,Yukon,Expired
202068,K & D WATER SERVICE,,Business Name,Yukon,Expired
202071,WELSH AUCTION SERVICE,,Business Name,Yukon,Expired
202073,ODIN HOUGEN CONTRACTING,,Business Name,Yukon,Expired
202077,BOWERMAN IMPORTS,,Business Name,Yukon,Expired
202078,CHURCHILL CONSULTING,,Business Name,Yukon,Expired
202081,GOLDPRO'S,,Business Name,Yukon,Expired
202082,LOGAN RANGE OUTFITTERS,,Business Name,Yukon,Ceased/Dissolved
202088,LITTLE ED'S NEW USED,,Business Name,Yukon,Expired
202089,EFFECTIVE PAVEMENT MARKINGS,,Business Name,Yukon,Ceased/Dissolved
202090,ICEFIELD RANGES EXPEDITIONS,,Business Name,Yukon,Expired
202091,WRIGHT ENTERPRISES,,Business Name,Yukon,Expired
202095,BUMPER TO BUMPER,,Business Name,Yukon,Ceased/Dissolved
202096,AIR PAC,,Business Name,Yukon,Expired
202097,CANPAR,,Business Name,Yukon,Expired
202098,CP EXPRESS,,Business Name,Yukon,Expired
202099,CP TRANSPORT,,Business Name,Yukon,Expired
202100,DELUXE TRANSPORTATION,,Business Name,Yukon,Expired
202101,EXCELERATOR,,Business Name,Yukon,Ceased/Dissolved
202102,EXPRESS AIRBORNE,,Business Name,Yukon,Expired
202103,HIGHLAND TRANSPORT,,Business Name,Yukon,Expired
202104,SMITH TRANSPORT,,Business Name,Yukon,Expired
202105,FIBRATIONS,,Business Name,Yukon,Expired
202108,MILLER CATERING,,Business Name,Yukon,Expired
202110,CIMCO,,Business Name,Yukon,Ceased/Dissolved
202111,ONION LAKE ENTERPRISES,,Business Name,Yukon,Expired
202112,LINOTYPE CANADA,,Business Name,Yukon,Ceased/Dissolved
202116,KUCHIN LOGGING,,Business Name,Yukon,Expired
202117,WRIGHT-WAY VENTURES,,Business Name,Yukon,Expired
202121,STUART ENTERPRISES,,Business Name,Yukon,Expired
202125,TECHGRAPHICS,,Business Name,Yukon,Expired
202128,FUTURE FOODS,,Business Name,Yukon,Expired
202129,RIDGERUNNER EXPLORATION,,Business Name,Yukon,Expired
202130,NORTHERN EXPOSURE BOOKING AGENCY PRODUCTION CO,,Business Name,Yukon,Expired
202131,WOOD-'N-THINGS,,Business Name,Yukon,Expired
202132,RADIO SHACK,,Business Name,Yukon,Expired
202134,FUTURE TECH COMPUTER SYSTEMS,,Business Name,Yukon,Expired
202138,TOPHAM CREEK SERVICES,,Business Name,Yukon,Expired
202140,DOROTHY'S FISH STAND,,Business Name,Yukon,Expired
202142,WHITEHORSE MACHINING,,Business Name,Yukon,Expired
202143,HAND IN HAND DISTRIBUTORS,,Business Name,Yukon,Expired
202145,CONTEMPORARY SCHOOL OF TAXIDERMY,,Business Name,Yukon,Expired
202146,GLACIER FURS,,Business Name,Yukon,Ceased/Dissolved
202147,MIKE'S SECURITY,,Business Name,Yukon,Expired
202150,WILDERNESS YUKON EXPEDITIONS,,Business Name,Yukon,Expired
202152,LEVEILLE CONSULTING,,Business Name,Yukon,Expired
202153,LAROCQUE ENTERPRISES,,Business Name,Yukon,Expired
202154,MONROE EQUIPMENT CO OF CANADA,,Business Name,Yukon,Expired
202155,WALKER EXHAUSTS,,Business Name,Yukon,Expired
202156,SPEEDY MUFFLER KING,,Business Name,Yukon,Expired
202158,BEAHM HOLDINGS,,Business Name,Yukon,Expired
202159,YUKON MOUNTAINEERING AND CANOEING SCHOOL,,Business Name,Yukon,Expired
202160,YUKON OUTDOOR EDUCATION SCHOOL,,Business Name,Yukon,Expired
202168,PRECISION MOBIL MECHANICAL CONTRACTING,,Business Name,Yukon,Expired
202169,ROSA RUGOSA,,Business Name,Yukon,Expired
202170,KLONDIKE GOLDFIELD HOTSHOT SERVICE,,Business Name,Yukon,Expired
202171,SIDCO EXPLORATION,,Business Name,Yukon,Ceased/Dissolved
202172,FON THROUGH SPORTS,,Business Name,Yukon,Expired
202173,YUKON INSPIRE,,Business Name,Yukon,Expired
202174,SAVE-ON FOODS,,Business Name,Yukon,Expired
202175,WILD & WOOLLY,,Business Name,Yukon,Expired
202176,FLOR-TEC,,Business Name,Yukon,Ceased/Dissolved
202177,LOTS-O-FLAVOURS ICE CREAM,,Business Name,Yukon,Expired
202179,DA QUEST ENTERPRISES,,Business Name,Yukon,Expired
202184,O'BRIEN & SONS CONT,,Business Name,Yukon,Ceased/Dissolved
202185,CLIVE OSBORNE ENVIRONMENTAL SERVICES,,Business Name,Yukon,Ceased/Dissolved
202187,CLAIM 33,,Business Name,Yukon,Expired
202191,UPPER LABARGE LODGE,,Business Name,Yukon,Ceased/Dissolved
202192,ROBERT'S WOODWORKING,,Business Name,Yukon,Expired
202193,CAMS SERVICES,,Business Name,Yukon,Expired
202196,TRAILS NORTH TIRE SERVICE,,Business Name,Yukon,Ceased/Dissolved
202197,GREEN CLEANING,,Business Name,Yukon,Expired
202198,R D SCOHY & ASSOC,,Business Name,Yukon,Expired
202199,SIMCOE ERIE GROUP,,Business Name,Yukon,Ceased/Dissolved
202201,KOWALSKI EXPLORATIONS,,Business Name,Yukon,Expired
202202,ARTEGUN RESOURCE DEVELOPMENT,,Business Name,Yukon,Expired
202203,CHARLIE'S CAFE,,Business Name,Yukon,Expired
202205,TESLIN WELDING,,Business Name,Yukon,Expired
202206,BRAZDIL BUILDING SERVICES,,Business Name,Yukon,Expired
202207,R H MCGOWAN TRUCKING,,Business Name,Yukon,Expired
202209,LARRYS CONTRACTING,,Business Name,Yukon,Expired
202212,KEN'S HOBBY HIVE,,Business Name,Yukon,Expired
202214,WILDFLOWER CREATIONS,,Business Name,Yukon,Expired
202215,KEITH HOLDINGS,,Business Name,Yukon,Expired
202216,NANAO MAINTENANCE,,Business Name,Yukon,Expired
202218,STANTONE,,Business Name,Yukon,Expired
202220,PACK TRAILS NORTH,,Business Name,Yukon,Expired
202222,OMEGA MINING,,Business Name,Yukon,Ceased/Dissolved
202224,WONDERLINK INTERNATIONAL,,Business Name,Yukon,Expired
202225,WHEELER OUTFITTERS EXPIDITING,,Business Name,Yukon,Expired
202226,TAGS FOOD AND GAS,,Business Name,Yukon,Ceased/Dissolved
202228,NORM'S CONSTRUCTION,,Business Name,Yukon,Expired
202229,CARIBOU CONTRACTING,,Business Name,Yukon,Expired
202230,NORTHERN AUTO SUPPLY,,Business Name,Yukon,Expired
202231,NUTRIHEALTH SERVICES,,Business Name,Yukon,Expired
202232,PRIME GOLD,,Business Name,Yukon,Expired
202233,TATLI WILDERNESS ENTERPRISES,,Business Name,Yukon,Expired
202234,YUKON ENVIRONMENTAL CONSULTING SERVICES,,Business Name,Yukon,Expired
202236,ARCFAB INDUSTRIES,,Business Name,Yukon,Expired
202237,ARIES CARPENTRY,,Business Name,Yukon,Expired
202238,OCTAGONAL CABIN BUILDING,,Business Name,Yukon,Expired
202239,RUSSELL ENTERPRISES,,Business Name,Yukon,Expired
202242,L C CONSTRUCTION,,Business Name,Yukon,Expired
202243,SERENDIPITY NORTH,,Business Name,Yukon,Expired
202246,FAIRMAN ECONOMIC CONSULTING,,Business Name,Yukon,Expired
202247,REG WHITE ENTERPRISES,,Business Name,Yukon,Expired
202249,COLES ENTERPRISES,,Business Name,Yukon,Expired
202250,KLONDIKE INTERNATIONAL MINING TOURS & PROMOTION,,Business Name,Yukon,Expired
202255,LEXINGTON ANDREWS-A DIVISION OF P F COLLIER &,,Business Name,Yukon,Ceased/Dissolved
202257,INFO-SOURCE CONSULTING,,Business Name,Yukon,Expired
202260,ROLAND ASP & ASSOC,,Business Name,Yukon,Expired
202261,PORTER CREEK VARIETY STORE,,Business Name,Yukon,Ceased/Dissolved
202262,SNOW WALKER RESOURCE DEVELOPMENT,,Business Name,Yukon,Expired
202264,ECOSUMMER YUKON EXPEDITIONS,,Business Name,Yukon,Ceased/Dissolved
202265,ONYX OPERATIONS,,Business Name,Yukon,Ceased/Dissolved
202273,P N T MINING & INVESTMENT,,Business Name,Yukon,Expired
202276,C W TUNIS CONSULTING,,Business Name,Yukon,Expired
202280,RENDEZVOUS RACQUET COURTS,,Business Name,Yukon,Ceased/Dissolved
202281,BETTER HOMES AND KITCHENS,,Business Name,Yukon,Ceased/Dissolved
202282,YUKON FIREWOOD SERVICE,,Business Name,Yukon,Expired
202284,TAXIDERMY DEN,,Business Name,Yukon,Expired
202285,WOODPECKER WOODWORKING,,Business Name,Yukon,Expired
202286,CANCOM,,Business Name,Yukon,Expired
202294,INLAND CHEMICALS,,Business Name,Yukon,Expired
202295,JOHN'S SALES AND SERVICE,,Business Name,Yukon,Expired
202296,CENTRAL YUKON COMMUNICATIONS,,Business Name,Yukon,Expired
